student_id,name,age,quiz_score_1,quiz_score_2,quiz_score_3,assignment_score_1,assignment_score_2,math_engagement_time,science_engagement_time,history_engagement_time,login_frequency,content_completion_rate,learning_style
374,John Gonzalez,20,67,84,52,88,69,19,30,81,3,74,visual
375,Brett Ortiz,22,84,53,79,78,60,102,57,85,8,81,auditory
376,William Smith,27,86,66,54,78,92,10,67,100,6,50,visual
377,Walter Smith,20,94,58,84,73,74,62,102,32,2,61,kinesthetic
378,Mario Barton,22,84,86,62,63,84,119,28,13,3,67,visual
379,Misty Rosario,18,92,62,65,59,81,31,48,65,8,55,visual
380,Samantha Freeman,20,69,87,64,60,60,51,79,52,1,99,kinesthetic
381,Arthur Morris,27,79,63,74,56,90,70,66,99,7,58,auditory
382,Daniel Hill,21,65,55,90,85,75,31,74,34,1,86,auditory
383,Kristin Young,23,76,99,80,58,60,48,56,34,8,72,kinesthetic
384,Michael Lawrence,22,66,54,80,52,74,34,72,49,5,57,auditory
385,Jasmine Bennett,19,64,63,96,53,91,76,116,16,2,95,kinesthetic
386,Amanda Ewing,23,98,89,75,65,52,26,78,67,2,82,kinesthetic
387,Laura Banks,28,58,74,72,60,93,93,39,82,3,60,auditory
388,Maria Steele,20,84,53,68,62,77,37,41,20,9,95,auditory
389,Steven Smith,27,57,64,64,92,98,78,78,108,6,88,kinesthetic
390,Maxwell Miller,18,84,70,51,92,53,107,73,80,2,67,auditory
391,Joan Charles,18,50,87,77,63,75,32,59,79,6,88,kinesthetic
392,Peter Jones,28,51,60,66,79,62,35,83,89,2,75,visual
393,Rodney Jackson,21,86,57,80,67,82,105,86,114,5,83,kinesthetic
394,Christine Chavez,26,81,99,56,67,94,84,28,109,7,71,kinesthetic
395,Dillon Anderson,18,65,97,73,62,70,26,66,47,2,58,visual
396,Donald Hicks,24,92,62,80,84,53,80,20,63,1,84,visual
397,Lori Santana,18,97,58,86,54,92,46,86,62,3,89,auditory
398,Donald Murphy,23,86,80,94,86,93,83,77,33,6,72,kinesthetic
399,Heidi Willis,29,59,70,53,89,85,97,101,94,4,99,auditory
400,Joseph Myers,24,88,80,69,75,53,101,22,85,7,78,auditory
401,Julie James,23,83,75,59,97,79,21,32,67,6,71,kinesthetic
402,Joshua Harris,22,95,88,50,52,71,16,21,16,5,53,auditory
403,Jessica Ramirez,22,99,96,69,97,85,94,75,104,2,55,kinesthetic
404,Ashley Moore,24,77,79,82,55,78,48,80,70,3,60,kinesthetic
405,Penny Meyer,18,88,64,51,83,85,83,34,21,4,79,auditory
406,Cheryl Pierce,19,52,85,56,50,86,67,27,95,1,75,visual
407,Matthew Morales,24,91,85,65,93,85,18,38,26,8,67,kinesthetic
408,David Patton,28,71,59,83,63,83,48,72,113,4,50,auditory
409,Zachary Williams,18,60,83,91,57,76,56,89,119,3,70,auditory
410,Nicholas Vance,25,70,53,93,62,76,70,56,83,2,87,visual
411,Christopher Skinner,23,54,92,70,94,59,74,68,109,7,99,kinesthetic
412,Alan Smith,22,94,60,72,85,57,100,86,100,3,72,kinesthetic
413,Sharon Peterson,23,61,73,69,60,64,111,53,13,7,70,kinesthetic
414,Dan Johnson,20,57,64,71,97,60,40,26,18,6,90,kinesthetic
415,Roy Frazier,27,51,94,71,63,54,52,57,43,9,97,visual
416,Mr. David Grant,19,64,80,97,55,77,58,27,119,5,92,auditory
417,Peggy Mccarty,21,65,85,88,73,90,76,24,118,2,97,kinesthetic
418,Cynthia Burke,20,74,83,75,64,80,22,35,104,2,69,auditory
419,Mrs. Donna Blair,27,53,56,55,62,74,71,21,70,8,97,kinesthetic
420,Brandon Moss,25,55,94,72,85,54,23,73,99,5,56,kinesthetic
421,Debra Bartlett,25,86,87,90,66,94,100,56,76,7,65,kinesthetic
422,Debbie Adams,21,80,51,76,97,61,114,68,27,7,62,auditory
423,Kara Deleon,29,83,97,87,54,92,44,99,17,2,97,auditory
424,Mr. Daniel Simmons Jr.,20,86,54,58,80,63,69,18,11,5,65,auditory
425,Lisa Brown,21,62,74,57,68,80,82,20,119,3,85,kinesthetic
426,Dana Willis,18,54,72,66,51,56,42,74,30,2,58,visual
427,Tammy Contreras,26,62,83,90,85,87,111,81,69,3,83,kinesthetic
428,Joanna Meza,24,85,51,66,67,79,106,90,36,1,57,kinesthetic
429,Jeremy Webb,21,94,87,93,90,99,86,65,68,3,78,visual
430,Christina White,19,66,76,52,84,95,115,72,26,1,83,auditory
431,Courtney Mitchell,27,81,57,70,56,94,64,60,78,1,97,visual
432,Amber Diaz,22,85,63,84,66,74,103,90,86,1,82,auditory
433,John Graves,18,99,56,64,68,76,61,108,39,6,85,visual
434,Brian Moss,21,82,50,93,93,83,46,28,87,9,88,auditory
435,Sonya Gay,18,78,58,91,62,56,97,109,86,7,55,visual
436,Alan Whitney,25,66,87,56,73,97,95,100,55,7,91,kinesthetic
437,Kevin Rasmussen,24,61,86,50,75,64,30,91,49,5,94,auditory
438,Lori Schmidt,29,82,98,97,51,73,31,37,30,5,56,kinesthetic
439,Shawn Davis,22,56,74,81,67,82,111,94,13,6,74,auditory
440,Adam Wilson,28,59,83,54,65,57,35,93,63,7,86,visual
441,James Smith,22,94,95,89,68,99,34,81,73,9,62,kinesthetic
442,Margaret Rogers,23,89,80,69,86,85,87,48,14,1,90,auditory
443,Robert Clark,21,92,89,67,71,51,41,11,42,1,57,kinesthetic
444,Erica Smith,29,85,74,79,59,74,24,115,30,5,57,visual
445,Matthew Vasquez,26,88,57,89,53,86,30,87,22,4,86,kinesthetic
446,Kristina King,21,74,62,98,98,89,69,81,41,6,84,visual
447,Dr. Erika Wilson,19,71,82,73,55,69,81,83,68,4,76,visual
448,Michael Morales,18,71,94,68,52,76,23,77,11,4,83,visual
449,Arthur Combs,26,59,62,96,58,74,36,73,16,3,70,auditory
450,Tom Rodriguez,29,53,72,95,55,82,60,100,44,2,69,visual
451,Mallory Day,18,85,85,87,63,57,88,75,54,9,97,auditory
452,Joshua Hammond,20,73,55,97,94,52,53,76,59,9,79,auditory
453,Steven Allen,21,66,76,58,58,74,23,115,12,4,84,auditory
454,Brandon James,23,71,58,80,92,51,96,29,61,3,71,visual
455,Matthew Smith,26,71,89,96,87,86,76,58,50,3,96,auditory
456,Jesse Weaver,19,85,92,69,51,60,10,105,53,9,55,visual
457,Amber Stein,21,90,59,94,77,56,44,81,61,2,80,auditory
458,Steven Baker,21,74,90,60,64,85,114,78,77,1,89,visual
459,Tracy Simmons,18,76,88,78,62,74,31,70,43,5,88,auditory
460,Marissa Barton,26,57,98,67,75,79,96,73,118,6,60,visual
461,Angela Berg,20,63,50,71,94,96,66,15,109,6,64,kinesthetic
462,Jeremy Young,23,55,96,59,61,64,103,15,105,3,67,auditory
463,Deborah Jackson,26,68,91,64,55,59,117,78,112,4,87,visual
464,Micheal Kelly,23,57,67,96,52,50,49,43,100,5,67,auditory
465,Anthony Aguirre,24,74,92,51,51,61,51,81,90,5,95,auditory
466,Melissa Robinson,25,77,59,79,58,62,72,79,109,6,50,visual
467,Tracy Francis DVM,18,69,88,88,69,56,110,109,59,2,86,visual
468,Holly Jones,25,62,83,62,74,57,36,74,104,3,55,kinesthetic
469,Grant Ferguson,27,98,92,91,51,77,80,75,70,7,77,kinesthetic
470,Janet Moore,21,70,61,95,83,52,98,54,28,4,57,kinesthetic
471,Joseph Flynn,22,86,72,74,94,71,69,54,31,2,65,auditory
472,Tiffany Warner,27,86,69,71,50,74,41,119,39,2,72,kinesthetic
473,Kathy Thomas MD,29,90,68,79,72,55,60,74,42,3,53,visual
474,Jose Johnson,18,81,60,82,57,66,86,46,57,3,99,kinesthetic
475,Mrs. Carrie Perry MD,27,55,55,66,70,54,28,33,101,2,89,kinesthetic
476,Joshua Mercado,25,71,74,88,74,74,56,10,76,8,76,kinesthetic
477,Kristina Taylor,24,74,81,75,80,98,15,59,65,3,55,visual
478,Kathy Wright,26,90,73,52,82,85,72,57,57,4,94,kinesthetic
479,Annette Lewis,19,70,85,63,92,88,111,10,97,4,74,auditory
480,Renee Donovan,26,51,96,66,76,91,108,35,46,5,97,visual
481,Denise Bates,22,66,85,95,53,56,74,81,17,5,61,visual
482,Keith Mullins,24,65,53,55,71,84,11,79,73,3,95,auditory
483,Martha Lyons,20,65,85,75,71,93,32,44,85,6,90,kinesthetic
484,Michael White,23,62,76,92,86,53,49,96,84,2,61,visual
485,Jeffrey Gray,24,72,93,82,60,92,28,90,38,2,60,visual
486,Michael Copeland,24,87,74,89,76,89,105,67,43,5,68,kinesthetic
487,Edward Kennedy,27,96,53,71,90,65,60,30,52,8,97,auditory
488,Michael Obrien,21,80,56,58,81,94,105,65,37,9,71,auditory
489,Jesus Keith,29,56,64,81,86,64,67,115,59,2,91,kinesthetic
490,Mark Rose,29,93,53,62,92,55,83,61,102,6,87,visual
491,Heidi Coleman,26,91,96,78,84,74,65,13,20,6,97,visual
492,Kelly Schmidt,24,68,99,90,65,77,34,19,59,2,79,kinesthetic
493,Melinda Vaughn,26,65,82,91,55,57,89,85,37,8,75,visual
494,Marcia Brown,28,76,61,81,84,74,84,63,27,9,79,auditory
495,Charles Mcdowell,29,55,59,65,65,55,66,74,74,8,70,kinesthetic
496,Kim Maldonado,22,78,87,86,99,83,35,33,95,5,97,kinesthetic
497,Andrew Black,22,73,61,88,75,52,20,94,46,8,81,kinesthetic
498,Ricky Nunez,25,68,53,50,50,77,37,36,36,7,80,auditory
499,Sarah Sanchez,18,87,61,86,85,97,94,118,12,6,50,visual
500,Brian Edwards,25,85,71,54,76,68,76,93,81,7,92,visual
501,Laura Maldonado,19,94,96,84,87,69,62,16,94,9,59,visual
502,Thomas Sanchez,21,58,83,57,83,98,49,21,50,8,67,visual
503,Lisa Harper,23,53,61,61,64,85,29,35,113,9,56,auditory
504,Sherry Kim,19,76,87,83,65,98,33,36,101,9,92,kinesthetic
505,David White,25,57,85,64,82,78,119,97,60,5,88,visual
506,Erika Mathis,23,63,98,63,63,66,101,74,40,6,93,kinesthetic
507,Michael Marsh,29,88,82,85,87,83,108,21,46,9,91,kinesthetic
508,Tony Allen,23,57,72,90,74,80,90,74,118,9,90,auditory
509,Zoe Wood,18,98,67,98,92,59,81,93,50,6,99,visual
510,Jason Johnson,28,88,83,92,66,52,94,43,111,6,60,visual
511,David Smith,27,99,69,58,71,79,27,37,97,3,60,auditory
512,Alexander Francis,26,52,71,67,78,74,117,14,21,5,85,kinesthetic
513,Jose Trevino,19,98,83,67,82,66,105,40,79,4,96,visual
514,Robert Webster,24,71,75,87,95,56,72,18,38,7,89,visual
515,Donna Hudson,23,82,90,89,57,65,114,74,35,3,89,visual
516,Courtney Hill,23,80,76,81,88,93,64,117,19,6,71,auditory
517,Jodi Smith,29,51,67,61,57,66,55,33,95,5,55,kinesthetic
518,Robert Roberson,23,69,98,61,82,64,104,82,19,8,80,kinesthetic
519,Karen Washington,21,74,99,86,58,98,48,23,95,1,62,auditory
520,Joseph Whitaker,25,51,76,66,97,74,79,58,39,9,50,kinesthetic
521,Betty Lucas,24,87,72,76,68,79,77,87,58,5,77,visual
522,Tyler Bell,24,89,63,81,72,87,46,112,104,4,89,kinesthetic
523,Allen Smith,20,73,82,75,52,69,32,35,16,4,75,visual
524,Emily Reyes,19,58,62,84,68,59,91,106,58,2,51,auditory
525,Melissa Cohen,24,57,82,63,98,62,22,115,77,2,90,auditory
526,Nicholas Boyer,23,90,92,65,95,60,114,16,61,2,97,kinesthetic
527,Jessica Mcclain,28,56,63,92,78,78,107,96,115,8,76,kinesthetic
528,Zachary Castillo,18,67,94,91,76,84,58,91,46,3,63,auditory
529,James Benitez,25,53,60,97,62,86,48,13,21,4,62,kinesthetic
530,Alexis Thomas,24,97,74,59,84,77,89,50,115,1,66,kinesthetic
531,Cheryl Patel,24,67,70,84,76,55,28,36,76,6,59,visual
532,Selena Davis,28,84,77,70,93,60,11,22,66,8,96,kinesthetic
533,Andrew Barnett,21,60,56,82,55,98,112,18,20,6,90,visual
534,Brian Coleman,27,55,70,95,63,63,20,90,104,4,52,auditory
535,Carly Giles,29,61,98,83,50,96,106,54,19,3,95,visual
536,Cynthia Wheeler,20,59,99,89,69,84,47,112,36,9,85,kinesthetic
537,Roger Hill,18,69,95,72,97,60,116,69,19,2,95,kinesthetic
538,David Robinson,25,57,67,84,81,62,76,24,14,9,91,kinesthetic
539,Melissa Brooks,21,93,65,77,51,53,40,78,34,5,54,auditory
540,Andrew Clayton,21,77,93,88,57,99,36,58,114,4,93,visual
541,Michael Buckley,25,52,90,59,89,77,88,59,83,4,99,kinesthetic
542,Tanya Owens,23,84,83,79,65,53,16,44,63,3,57,kinesthetic
543,Ronnie King,24,70,56,78,90,98,28,28,109,4,50,kinesthetic
544,Gregory Frazier,19,80,99,67,61,66,98,39,36,9,69,kinesthetic
545,Lauren Webb,28,55,66,70,96,96,65,31,104,7,61,kinesthetic
546,Patricia Waters,18,57,60,68,52,61,38,95,16,5,52,visual
547,Victoria Foley,18,94,94,94,88,65,77,28,97,8,52,visual
548,David Meyer,26,72,91,81,85,63,37,104,76,6,50,auditory
549,Brian Stephens,29,80,56,68,67,97,52,20,37,5,74,kinesthetic
550,Jason Maddox,27,79,84,74,62,68,26,91,28,8,83,auditory
551,Emily Marquez,20,60,50,72,68,54,94,15,87,6,70,kinesthetic
552,Amanda Wilson,25,84,98,82,88,57,16,48,37,8,79,auditory
553,Carla Banks,25,61,58,99,66,54,75,41,53,6,75,kinesthetic
554,George Todd,25,77,65,62,66,52,117,81,59,9,92,auditory
555,Megan May,26,87,82,83,80,94,118,70,91,4,71,kinesthetic
556,Amy Johnson,22,88,95,75,52,66,106,42,27,8,93,auditory
557,Rita Jackson,29,64,74,69,87,72,92,116,35,4,86,kinesthetic
558,Amanda Carey,21,86,60,70,94,67,51,92,72,8,60,visual
559,Victoria Evans,26,95,53,87,67,79,61,88,74,3,57,auditory
560,Shari Miller MD,27,51,92,76,68,69,119,112,116,8,79,kinesthetic
561,Robert Dixon,26,91,96,84,74,60,12,94,32,7,86,visual
562,Rachel Griffin,19,68,84,53,96,67,19,85,33,4,74,visual
563,David Kim,21,83,97,76,80,64,86,91,102,8,95,kinesthetic
564,Wyatt Brown,24,87,99,66,54,93,76,24,38,5,59,auditory
565,Sonya Walton,26,79,75,72,80,76,39,46,52,9,91,auditory
566,Michael Sanchez,18,75,61,57,66,83,62,100,110,8,54,visual
567,Christian Lewis,22,91,55,67,77,83,95,107,16,9,59,kinesthetic
568,Lisa Mendez,23,86,55,79,57,74,76,107,86,6,97,kinesthetic
569,Cynthia Gutierrez,23,55,57,56,93,99,43,11,110,3,93,visual
570,Stephanie Davis,19,56,53,83,74,67,107,13,28,2,57,auditory
571,Jeffrey Brooks,19,87,92,54,92,87,64,23,88,4,94,auditory
572,Holly Mack,21,97,84,79,88,66,118,71,51,2,61,kinesthetic
573,Ricky Fleming,18,52,60,98,54,90,63,45,49,1,86,visual
574,Bethany Mccormick,21,86,91,53,90,54,79,88,19,8,71,kinesthetic
575,Donna Matthews MD,18,82,55,66,50,59,66,70,73,6,54,auditory
576,Julia Williams,19,88,57,82,94,97,33,61,83,2,95,auditory
577,Lauren Gonzales,22,53,61,74,59,59,62,62,42,3,57,visual
578,Priscilla Jones,25,65,79,87,69,53,49,90,119,4,96,visual
579,Nicole Brown,29,59,72,90,65,93,31,89,113,6,68,auditory
580,Ronald Ramos,27,61,93,87,74,65,27,35,67,7,66,auditory
581,Brooke Bush,28,63,71,52,50,89,104,56,92,2,92,kinesthetic
582,Shannon Brewer,28,98,59,79,73,85,31,40,106,9,75,auditory
583,Jacob Adams,24,68,87,71,85,86,84,94,60,7,77,visual
584,Nicole Blake,29,98,86,70,84,74,15,82,61,6,67,auditory
585,Christian Young,29,82,88,85,83,87,15,32,35,1,74,kinesthetic
586,Ronald Ward,18,65,80,90,88,66,16,84,101,1,66,kinesthetic
587,Andrew Long,24,95,79,62,95,97,105,78,114,3,91,kinesthetic
588,James Jones,18,63,83,64,91,67,103,80,44,6,54,auditory
589,Veronica Perkins,24,68,61,51,61,63,104,17,27,4,94,visual
590,Thomas Love,20,90,80,57,89,70,30,68,60,9,84,visual
591,Jason Hernandez,19,84,56,97,80,74,46,27,56,4,65,visual
592,Christy White,26,67,88,95,77,93,29,19,96,1,90,auditory
593,Christine Williams,27,87,95,92,54,50,96,73,82,8,92,auditory
594,Alan Barajas,27,68,87,69,91,58,103,87,51,1,56,kinesthetic
595,Brooke Tran,21,58,53,85,88,61,35,32,103,1,61,visual
596,Carla Price,29,80,68,76,75,87,19,41,79,3,77,kinesthetic
597,Theresa Berg,23,72,88,98,91,91,40,116,63,1,54,auditory
598,Dustin Brown,29,56,82,55,74,63,17,40,14,6,77,visual
599,David Thompson,29,94,50,93,67,89,78,99,22,3,56,auditory
600,Emily Torres,25,95,83,70,98,68,13,78,82,6,69,visual
601,Traci Nelson,29,90,60,65,54,61,33,110,42,2,73,kinesthetic
602,Henry Simon,28,58,92,66,77,90,69,24,68,2,58,auditory
603,Jeff Joseph,24,87,64,93,97,92,45,107,88,1,51,kinesthetic
604,Kevin Morris,23,55,53,81,64,51,57,81,74,5,50,auditory
605,Matthew Moses,21,81,64,75,91,62,15,91,27,4,63,visual
606,Blake Carpenter,26,60,56,56,67,84,79,83,39,6,91,auditory
607,Michael Smith,26,65,71,85,70,63,95,28,89,8,69,kinesthetic
608,Matthew Reeves,24,97,65,86,65,87,33,49,92,6,98,visual
609,Victoria Curry,28,55,91,72,69,89,60,25,65,3,51,kinesthetic
610,Patrick Eaton,23,88,59,76,57,63,98,46,45,4,56,auditory
611,Kenneth Hernandez,23,86,92,61,84,78,40,59,13,4,72,visual
612,Rick Dougherty,26,50,78,76,57,67,51,55,39,2,61,auditory
613,Ashley Montgomery,26,70,76,71,60,86,26,58,40,2,64,kinesthetic
614,Caleb Carlson,19,67,70,81,73,53,18,35,68,2,79,auditory
615,Jennifer Kennedy,20,70,93,50,89,65,62,19,19,2,69,kinesthetic
616,Alexander Lutz,19,94,65,89,55,84,106,41,70,5,70,visual
617,Joseph Harrison,25,58,65,92,62,96,43,108,108,3,65,auditory
618,Robert Jones,26,63,59,87,55,56,95,118,111,1,96,auditory
619,Michael Fuentes,25,51,89,91,57,83,21,15,75,6,65,auditory
620,Carla Durham,27,50,58,52,94,54,21,102,86,1,64,visual
621,Angela Esparza,28,52,56,91,97,69,10,19,92,7,59,kinesthetic
622,Jacob Cole,20,73,53,71,66,60,111,63,81,8,83,auditory
623,Stephanie Armstrong,23,65,88,51,52,96,27,42,71,3,79,kinesthetic
624,Tammy Ford,18,57,86,98,53,93,28,10,118,5,61,auditory
625,Marisa Bates,23,85,58,71,82,72,54,106,34,8,54,kinesthetic
626,Michael Reese,27,81,61,84,57,51,52,77,40,4,68,kinesthetic
627,Ian Weaver,28,85,51,88,82,75,68,102,104,4,83,auditory
628,Aaron Conner,18,86,62,80,70,56,110,49,16,8,77,kinesthetic
629,Roger Matthews,22,60,93,59,66,85,29,81,46,7,53,visual
630,Alexander Mejia,19,68,67,55,74,61,57,18,38,6,78,visual
631,Kyle Turner,22,88,92,81,65,84,64,23,82,4,95,kinesthetic
632,Tracy Young,24,58,62,77,91,52,27,37,80,4,61,visual
633,Michelle Hess,23,75,98,50,69,73,86,29,85,7,52,kinesthetic
634,Patricia Mahoney,22,81,53,53,50,89,60,19,49,8,54,kinesthetic
635,Terry Ramos,23,71,76,77,56,82,37,66,13,4,89,visual
636,Charlene Dean,26,78,95,78,68,94,76,114,12,8,94,visual
637,Nicole Arnold,21,81,69,58,51,52,66,65,89,2,80,visual
638,Jerry Brewer,22,85,70,68,55,74,67,40,48,2,93,visual
639,Bernard Gonzalez,23,91,60,67,66,69,67,85,119,2,63,auditory
640,Kelly Dominguez,25,52,66,81,61,66,78,40,110,1,93,kinesthetic
641,Jessica Nelson,28,92,50,88,69,52,14,20,60,3,72,kinesthetic
642,Christopher Olson,28,85,83,90,84,60,102,15,119,9,97,visual
643,Ana Silva,23,55,72,90,88,93,20,111,83,4,81,auditory
644,Alexander Chapman,24,77,97,56,98,86,30,71,70,1,88,kinesthetic
645,Renee Patterson,23,87,74,79,83,87,58,113,35,7,80,kinesthetic
646,Mark Brown,23,69,92,98,95,71,78,31,42,4,90,auditory
647,Courtney Serrano,18,75,66,69,79,62,31,83,82,9,93,auditory
648,Ashley Arnold,29,67,85,84,91,53,78,51,104,3,79,kinesthetic
649,Terrence Mendoza,27,57,92,68,71,53,90,11,51,4,80,visual
650,Megan Griffin,28,73,70,99,64,51,83,44,76,5,56,visual
651,Crystal Thompson,25,53,82,50,72,65,72,94,30,6,94,visual
652,Jacob Garcia,28,90,84,75,86,99,42,72,12,3,82,visual
653,Robert Carter,26,66,94,84,87,82,110,32,51,8,99,auditory
654,Kathleen Wright,18,66,90,68,88,81,19,90,71,9,97,kinesthetic
655,Pamela Williams,24,62,69,80,68,63,117,68,26,1,95,kinesthetic
656,Emily Sims,19,78,88,82,85,85,112,39,27,7,90,kinesthetic
657,Kathleen Alexander,18,99,67,95,53,71,67,89,63,5,62,kinesthetic
658,Deborah Ford,23,64,84,97,78,68,111,38,59,7,96,auditory
659,Tracy Tucker,29,94,97,57,77,68,27,93,117,6,92,auditory
660,Joshua Webb,20,61,75,84,65,80,30,61,115,4,86,auditory
661,Amanda Watkins,23,75,50,89,56,96,42,17,17,1,69,auditory
662,Carla Davis,19,54,61,78,74,96,33,38,91,4,74,auditory
663,Alexis Ho,21,72,71,78,57,59,99,76,110,6,81,kinesthetic
664,Jonathan Garcia,26,70,68,88,88,70,118,58,13,7,50,auditory
665,George Simmons,22,83,94,77,59,92,21,16,17,2,61,auditory
666,Kim Robinson,26,61,78,84,60,95,104,71,51,8,74,kinesthetic
667,Ernest Williams,25,60,76,78,73,95,53,32,32,6,53,kinesthetic
668,Gregory Ramirez,19,82,96,72,67,54,67,89,82,7,63,kinesthetic
669,Richard Robles,28,74,88,98,66,52,21,111,36,5,75,auditory
670,Kevin Scott,18,74,77,51,57,86,19,113,84,4,77,visual
671,Jordan Obrien,27,84,76,50,84,98,30,29,81,8,70,visual
672,Marie Lucas,24,54,53,76,78,53,65,14,110,4,78,visual
673,Patricia Williams,20,52,73,78,58,89,44,66,102,3,91,kinesthetic
674,Jaclyn Pruitt,27,53,90,50,86,54,61,64,81,4,89,kinesthetic
675,Douglas Snyder,24,66,79,94,75,55,21,74,74,7,82,visual
676,Kevin Villarreal,24,98,81,61,89,64,44,58,30,3,50,kinesthetic
677,Keith Schmitt,28,98,60,74,81,52,17,45,29,7,63,visual
678,Adrian Jones,23,60,91,64,52,74,74,14,63,3,99,visual
679,Timothy Bradford,24,69,94,65,94,58,99,117,56,8,86,kinesthetic
680,Jesus Phillips,29,95,54,82,88,65,83,78,116,1,57,auditory
681,Sara Williams,22,85,96,79,89,61,117,59,52,7,84,auditory
682,Charles Hernandez,20,75,50,82,89,58,30,29,87,9,99,visual
683,Edward Salas,23,92,53,80,57,97,91,16,43,8,56,auditory
684,Scott Hall,24,85,51,93,90,97,67,90,45,3,60,auditory
685,Sherry Sullivan,26,72,64,65,77,66,44,65,90,6,90,visual
686,James Valencia,27,98,76,72,93,76,68,98,53,7,53,visual
687,Julie Bolton,22,71,82,52,93,57,79,92,31,2,61,auditory
688,Makayla Velasquez,21,77,62,59,59,52,74,61,106,9,92,visual
689,Shannon Weber,22,96,70,62,50,79,35,26,69,8,66,kinesthetic
690,Melissa Jones,18,91,70,51,93,76,109,64,31,8,93,auditory
691,Christine Rodriguez,24,51,58,56,74,71,87,64,85,4,93,auditory
692,Brooke Meza,26,76,88,70,68,73,14,116,103,4,99,auditory
693,Michelle Gonzalez,26,61,58,84,70,71,63,78,33,2,72,kinesthetic
694,Tammy Golden,28,74,52,85,94,87,74,43,31,2,57,visual
695,Haley Gonzalez,22,50,58,53,82,55,103,78,105,9,71,visual
696,Selena Reynolds,21,97,68,62,58,65,16,87,32,2,57,auditory
697,William Wilkinson,28,59,79,52,95,99,108,96,94,7,90,kinesthetic
698,Diane Lynch,20,56,74,61,94,89,117,25,12,5,70,kinesthetic
699,Henry Terrell,26,52,57,94,88,69,47,68,98,8,97,auditory
700,Mark Larson,23,67,81,91,69,95,105,24,119,6,93,kinesthetic
701,Scott Martin,27,60,55,62,66,71,51,74,45,7,56,auditory
702,Tammy Taylor DDS,19,97,72,76,99,95,118,94,28,9,88,visual
703,James Howard,22,72,60,62,59,69,90,29,22,2,73,visual
704,John Rodriguez,22,56,66,52,78,51,45,45,107,3,79,visual
705,Megan Alvarez,20,71,73,87,62,63,111,114,70,8,72,visual
706,Carla Hoffman,23,78,52,99,67,90,47,44,102,5,90,visual
707,Erik Carter,24,50,57,67,86,80,115,46,83,8,91,visual
708,Kayla Hernandez,18,50,91,68,61,71,75,18,74,7,96,auditory
709,Kara Hoffman,24,72,50,83,84,65,45,96,110,2,69,kinesthetic
710,Thomas Collins,22,64,62,55,54,75,96,72,19,8,69,visual
711,James Flores,18,64,55,62,92,58,72,11,97,1,78,auditory
712,Kaylee Gibson,20,67,83,57,90,50,97,25,96,2,66,kinesthetic
713,Ruth Lewis,20,66,56,59,65,71,17,32,26,2,74,visual
714,Dennis Solis,28,51,78,79,61,74,88,60,24,1,53,auditory
715,Casey Rivera,28,68,51,96,58,78,111,74,70,9,96,kinesthetic
716,Samuel Stokes,28,80,71,50,68,94,85,115,66,6,86,kinesthetic
717,Ryan Cameron,19,65,89,57,67,80,101,90,45,4,87,auditory
718,Benjamin Winters,19,64,76,58,88,50,78,40,34,1,76,kinesthetic
719,Katelyn Jenkins,24,69,84,83,83,52,34,90,16,3,83,kinesthetic
720,Gary King,27,95,75,59,75,72,91,48,80,4,93,visual
721,Andrew Fuller,27,68,63,93,65,70,93,109,114,4,93,kinesthetic
722,Jamie Dickerson,21,65,90,81,85,93,95,80,96,9,51,auditory
723,Teresa Walter,22,88,59,59,57,66,11,73,70,3,65,auditory
724,Megan Solis,21,79,60,87,93,91,57,12,20,6,96,visual
725,Samuel Ho,25,76,68,53,84,51,66,98,98,5,65,visual
726,Justin Gonzalez,26,80,83,62,64,90,61,16,61,9,92,auditory
727,Justin Edwards,20,71,88,51,89,50,55,83,82,2,84,kinesthetic
728,Cole Escobar,18,62,67,83,60,93,26,76,65,2,70,kinesthetic
729,Thomas Fisher,21,65,59,82,77,78,68,85,29,1,94,auditory
730,Tyler Cabrera,26,68,56,70,89,91,94,114,32,1,56,visual
731,Jeremy Decker,18,55,71,99,84,85,99,119,33,9,68,auditory
732,Heather Mitchell,24,81,95,71,53,81,27,18,115,8,68,kinesthetic
733,Justin Anderson,26,98,73,51,69,86,119,89,81,4,62,visual
734,Gina Bates,22,92,85,51,62,99,28,99,64,9,65,visual
735,Paul Ford,18,70,78,98,93,73,93,54,78,8,55,auditory
736,Mary Hughes,24,93,68,65,79,82,54,72,43,1,70,auditory
737,Thomas Garcia,20,68,96,53,72,96,52,37,113,6,94,visual
738,Thomas Lane,28,76,61,93,88,56,119,45,65,1,60,visual
739,Kristina Carroll,19,78,55,50,74,50,103,37,97,8,63,kinesthetic
740,Sergio Murphy,22,83,79,87,83,98,105,108,29,1,77,visual
741,Christopher Rosario,23,99,88,50,86,51,15,108,69,8,71,kinesthetic
742,Alexander Walker,25,60,83,93,56,73,96,65,110,5,69,auditory
743,Kathy Bradley,19,55,51,52,77,61,38,44,34,3,50,kinesthetic
744,Jessica Yates,23,68,97,71,62,84,71,60,95,7,73,auditory
745,Tonya Johnson,20,89,58,85,72,82,95,83,71,1,83,visual
746,Amy Cooper,25,99,87,56,65,83,104,15,118,8,74,kinesthetic
747,Ryan Kim,21,92,55,94,99,85,53,32,21,2,71,visual
748,Shannon Bradford,28,72,65,96,68,99,41,29,91,2,93,visual
